;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;twitter-xml_sentiment;twitter-xml_anger;twitter-xml_disgust;twitter-xml_fear;twitter-xml_joy;twitter-xml_sadness;twitter-xml_surprise;twitter-xml_others;twitter-xml_as_positive;twitter-xml_as_neutral;twitter-xml_as_negative
684;684;618;40.4335515;-3.6571088;﻿Santiago Auserón;﻿QUINTANA;Persiguiendo un enigma al compás de las horas;﻿Calle Virgen de la Alegría-Calle Virgen del Coro;positive;Concepción;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8610802292823792;0.0;0.8610802292823792;0.0
685;685;619;40.4362352;-3.6418015;﻿BellidoAle;﻿SAN BLAS;No me esquives por rincones que las paredes se alargan;﻿Calle de Alcalá-Calle Pileo;positive;Quintana;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5945093035697937;0.0;0.5945093035697937;0.0
686;686;61;40.4201125;-3.7010729;﻿Cristina Bergoglio;﻿CENTRO;Que la ciudad sea contigo.;﻿Calle Gran Vía-Calle Hortaleza;positive;Justicia;Centro;Madrid;positive;0.0;0.0;0.0;0.42516404390335083;0.0;0.0;0.0;0.42516404390335083;0.0;0.0
687;687;620;40.4477717;-3.6253595;﻿Iwes Mendieta;﻿SAN BLAS;Se avecina tormenta, no cojas paraguas;﻿C/ Marquesado de Sta. Marta (Clínica Universidad de Navarra) - Glorieta Ricardo Velázquez Bosco;positive;Salvador;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5929470062255859;0.0;0.5929470062255859;0.0
688;688;621;40.4413642;-3.6255715;﻿Marwan;﻿SUANCES;Sé que mi próxima cicatriz llevará tu nombre;﻿Calle Alcalá - Calle Miguel Yuste;positive;Salvador;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3473080098628998;0.0;0.3473080098628998;0.0
689;689;622;40.447788;-3.610374;﻿Lidia Rebel;﻿SAN BLAS;No te lo pierdas: mira hacia arriba.;﻿Calle de Alcalá- Av. Jaca;positive;Canillejas;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7176616191864014;0.0;0.7176616191864014;0.0
690;690;623;40.4286067;-3.6488797;﻿Fraskito;﻿LA ELIPA;Amor, de ti ya no me queda ni el rencor;﻿Calle Francisco Villaespesa-Calle Hermanos Gómez;positive;Ventas;Ciudad Lineal;Madrid;negative;0.0;0.0;0.0;0.0;0.5579012632369995;0.0;0.0;0.0;0.0;0.5579012632369995
691;691;624;40.4308383;-3.6451085;﻿Isabel Morales Trillo;﻿CIUDAD LINEAL;Arropada, leve y fugaz, detiene su destino la mariposa.;﻿Calle Ezequiel Solana-Calle de Vital Aza;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.718927264213562;0.0;0.718927264213562;0.0
692;692;625;40.4438291;-3.6097544;﻿Marcos Gallo;﻿SAN BLAS;Somos dos llamas contra el aire aprendiendo cómo bailarse.;﻿Calle del Néctar -Calle de la Esfinge;positive;Canillejas;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7282146215438843;0.0;0.7282146215438843;0.0
693;693;626;40.4243496;-3.6539976;﻿Pabls Panda;﻿CIUDAD LINEAL;Tú tan tormenta y yo tan de bailar bajo la lluvia.;﻿Calle del Marqués de Corbera-Calle Montejurra;positive;Ventas;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5159298181533813;0.0;0.5159298181533813;0.0
694;694;627;40.4268732;-3.719886;﻿Elena Rojas García;﻿MONCLOA-ARAVACA;Rindamos culto a la Madre Letra;﻿Avenida del Pintor Rosales 30 (del lado del parque);positive;Casa de Campo;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6148640513420105;0.0;0.6148640513420105;0.0
695;695;628;40.4197174;-3.7202836;﻿Vetusta Morla;﻿PRINCIPE PÍO;Deja el equipaje en la ribera, para verte como quieres que te vea;﻿Paseo Embarcadero-Glorieta San Vicente (berma central);positive;Casa de Campo;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7510575652122498;0.0;0.7510575652122498;0.0
696;696;629;40.423498;-3.7237457;﻿Maite López Las Heras;﻿MONCLOA-ARAVACA;Pasar a cada paso sin pensar es pisar sin peso.;﻿Paseo de la Florida 20;positive;Casa de Campo;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7106014490127563;0.0;0.7106014490127563;0.0
697;697;62;40.4106083;-3.7364083;﻿Miguel Campello;﻿PUERTA DEL ÁNGEL;Tantas calles por andar tantas cosas por vivir;﻿c/ de la Milagrosa con Paseo de Extremadura. Acera del Estanco.;positive;Puerta del Ángel;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.42456620931625366;0.0;0.42456620931625366;0.0
698;698;630;40.4322531;-3.6751924;﻿Hijón;﻿SALAMANCA;No me soporto sin ti;﻿Calle Juan Bravo-Calle Conde de Peñalver;neutral;Lista;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.7937182188034058;0.0;0.0;0.0;0.0;0.7937182188034058
699;699;631;40.427647;-3.6797708;﻿Patricia Rezai;﻿SALAMANCA;She blooms a heart Endangered and wild;﻿Calle del Príncipe de Vergara-Calle de Ayala;positive;Goya;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.45413562655448914;0.0;0.45413562655448914;0.0
700;700;632;40.4276582;-3.669423;﻿Antonio vega;﻿MANUEL BECERRA;Silencio, brisa y cordura dan aliento a mi locura;﻿Calle del Alcalá -Pl. Manuel Becerra;positive;Goya;Salamanca;Madrid;positive;0.0;0.0;0.0;0.3920854330062866;0.0;0.0;0.0;0.3920854330062866;0.0;0.0
701;701;633;40.4262259;-3.683998;﻿Santas;﻿SALAMANCA;Soy una cebra cubista;﻿Calle de Velázquez-Calle de Hermosilla;positive;Recoletos;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.789355456829071;0.0;0.789355456829071;0.0
702;702;634;40.4261538;-3.6925616;﻿Niño de Elche;﻿ALONSO MARTÍNEZ;Escuchar es el acto más revolucionario. ;﻿Calle de Génova-Calle del Monte Esquinza;positive;Almagro;Chamberí;Madrid;positive;0.0;0.0;0.0;0.45954570174217224;0.0;0.0;0.0;0.45954570174217224;0.0;0.0
703;703;635;40.4228139;-3.6799022;﻿Debares;﻿SALAMANCA;Me hierve la sangre, infusión de mí.;﻿Calle Alcalá 76;positive;Goya;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.7170376777648926;0.0;0.0;0.0;0.0;0.7170376777648926
704;704;636;40.4143824;-3.6659052;﻿Gonza99;﻿RETIRO;Yo sé que eres tú, pero tú aún no sabes que soy yo;﻿Calle Pez volador - Calle Juan Esplndiú;positive;Estrella;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5666670203208923;0.0;0.5666670203208923;0.0
705;705;637;40.4082984;-3.6687952;﻿Patricia Pérez;﻿RETIRO;Cruzas salpicando estrellas a cada paso;﻿Calle de la Cruz del Sur 36 - Calle de Lira;positive;Estrella;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.547092616558075;0.0;0.547092616558075;0.0
706;706;638;40.4125118;-3.6581335;﻿Elizabeth Duval;﻿MORATALAZ;¿dónde voy ahora que me ofreces la cartografía plena de tu pulso?;﻿C/del Corregidor Diego Valderrábano (Impares, I.E.S. Moratalaz);positive;Media Legua;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8581081628799438;0.0;0.8581081628799438;0.0
707;707;639;40.4079901;-3.6318291;﻿Cristina Pérez Carrasco;﻿MORATALAZ;Hasta la diminuta espora puede desencadenar la primavera;﻿Av. del Dr. García Tapia 155- Calle de la Fuente Carrantona;positive;Marroquina;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7558486461639404;0.0;0.7558486461639404;0.0
708;708;63;40.3661761;-3.7637024;﻿Joaquín Calderón;﻿CARABANCHEL; La palabra corazón guarda todas las luchas;﻿Av. de la Peseta (Impares) - C/ Valle de Boj (atrás);positive;Buenavista;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5652640461921692;0.0;0.5652640461921692;0.0
709;709;640;40.4092043;-3.656968;﻿Chantal Maillard;﻿MORATALAZ;Escribo para que el agua envenenada pueda beberse;﻿C/ Arroyo de la Media Legua (impares)- C/ Entre Arroyos;positive;Media Legua;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7591152787208557;0.0;0.7591152787208557;0.0
710;710;641;40.4041687;-3.6480296;﻿Carlota Gómez;﻿MORATALAZ;Camino para encontrarme contigo.;﻿C/de La Hacienda de Pavones - C/del Corregidor Alonso de Tobar;positive;Vinateros;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4396490156650543;0.0;0.4396490156650543;0.0
711;711;642;40.40058;-3.634766;﻿MARIU DIAZ;﻿MORATALAZ;Pretérito perfecto del verbo contigo;﻿Calle de la Hacienda de Pavones 229-;positive;Pavones;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7961547374725342;0.0;0.7961547374725342;0.0
712;712;643;40.4059028;-3.6090114;﻿Supersubmarina;﻿VICÁLVARO;El silencio que hay entre vosotros pronto quedará en un despertar;﻿Paseo de los Artilleros- Calle de Villardondiego;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;negative;0.0;0.0;0.0;0.0;0.45615771412849426;0.0;0.0;0.0;0.0;0.45615771412849426
713;713;644;40.4043031;-3.6090583;﻿Joaquín Sabina;﻿VICÁLVARO;Hay amores eternos que duran lo que dura un corto invierno;﻿Paseo de los Artilleros- Calle de S. Cipriano;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.37357425689697266;0.0;0.37357425689697266;0.0
714;714;645;40.4019383;-3.5969281;﻿Rosa Pazos Martín;﻿VICÁLVARO;Respira la vida, lee poesía;﻿Av. de la Gran Vía del Este- Calle de S.Cipriano;positive;Valderribas;Vicálvaro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5267583727836609;0.0;0.5267583727836609;0.0
715;715;646;40.3971381;-3.6056896;﻿LaurisLau;﻿VICÁLVARO;No es por desvelarte el final, pero todo va a salir bien;﻿Calle Minerva- Calle del Campo de la Torre;positive;Valderribas;Vicálvaro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3997447192668915;0.0;0.3997447192668915;0.0
716;716;647;40.4144845;-3.7299053;﻿Beapixels;﻿LATINA;Disfruten las molestias.;﻿Avda de Portugal, isla central;positive;Casa de Campo;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.6535253524780273;0.0;0.0;0.0;0.0;0.6535253524780273
717;717;648;40.411897;-3.7334257;﻿G. Bravo;﻿PUERTA DEL ÁNGEL;Hay mil vidas en el fondo de tus ojos ¿en cuál de ellas dejarás que te ame?;﻿Paseo de Extremadura 106, al lado de un quiosco.;positive;Puerta del Ángel;Latina;Madrid;negative;0.0;0.0;0.0;0.0;0.4433981478214264;0.0;0.0;0.0;0.0;0.4433981478214264
718;718;649;40.4068177;-3.7288902;﻿SALVADOR J. TAMAYO;﻿PUERTA DEL ÁNGEL;Yo no lavo mi ropa, alisto un uniforme para la batalla.;﻿c/ Sepúlveda con c/ de los Caprichos. Acera del parque.;positive;Puerta del Ángel;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6661951541900635;0.0;0.6661951541900635;0.0
719;719;64;40.4003419;-3.7252196;﻿Gema García Mejías;﻿CARABANCHEL;Soy de quién pienso;﻿Paseo Ermita del Santo - Paseo quince de Mayo;positive;San Isidro;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.595125138759613;0.0;0.595125138759613;0.0
720;720;650;40.4053022;-3.7245691;﻿Laura Pugno;﻿PUERTA DEL ÁNGEL;Quello che non hai visto acceca ancora;﻿Paseo de la Ermita del Santo 59;positive;San Isidro;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8079189658164978;0.0;0.8079189658164978;0.0
721;721;651;40.4004205;-3.7551529;﻿Ahmad Yamani;﻿LUCERO;El amor era un balde de agua fría donde nadan la cabeza y los pies.;﻿Rotonda c/ Concejal Francisco j. Jiménez Martín. Acera contraria Bar Jacarama.;positive;Lucero;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.564248263835907;0.0;0.564248263835907;0.0
722;722;652;40.3937748;-3.722886;﻿Ricardo de la Hoz;﻿CARABANCHEL;Desnuda en el asfalto sonríe sus temores;﻿Calle General Ricardos 76;positive;Opañel;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.37676018476486206;0.0;0.37676018476486206;0.0
723;723;653;40.3928662;-3.7249473;﻿Melanie Asor;﻿CARABANCHEL;אין דבר העומד בפני הרצון;﻿Calle General Ricardos 103 (del lado de los pares);positive;San Isidro;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.558906614780426;0.0;0.558906614780426;0.0
724;724;654;40.389306;-3.7161872;﻿Javier Krahe;﻿COMILLAS;A veces pienso en ti incluso vestida;﻿Calle Antonio Leyva 65 (del lado de los pares;positive;Comillas;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.34112799167633057;0.0;0.34112799167633057;0.0
725;725;655;40.3853017;-3.7216655;﻿ANA CORDOBA DEL POZO;﻿CARABANCHEL;Si hay paz bajo tus pies... ahí está tu casa;﻿Avenida de Oporto 20;positive;Abrantes;Carabanchel;Madrid;positive;0.0;0.0;0.0;0.43271443247795105;0.0;0.0;0.0;0.43271443247795105;0.0;0.0
726;726;656;40.4025307;-3.7112009;﻿Gata Cattana;﻿PIRÁMIDES;Ante un folio en blanco jurando bandera;﻿Paseo de las Acacias 40, Plaza de las Acacias;positive;Las Acacias;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8235716819763184;0.0;0.8235716819763184;0.0
727;727;657;40.4015215;-3.7049541;﻿Tulia Guisado Muñoz;﻿ACACIAS;Me duele la vida donde a otros les late el corazón.;﻿C/ de la Esperanza 13 (del lado de los pares);positive;Las Acacias;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.9284123778343201;0.0;0.0;0.0;0.0;0.9284123778343201
728;728;658;40.4033651;-3.697008;﻿Ángelo Néstore;﻿CENTRO;Mancho la tierra con la semilla última de la esperanza.;﻿Calle Palos de la Frontera - Paseo de Santa María de la Cabeza (Frente a Oficina Municipal de la Vivienda);positive;Palos de la Frontera;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4238404631614685;0.0;0.4238404631614685;0.0
729;729;659;40.4028584;-3.6938054;﻿Tardor;﻿ARGANZUELA;Les teves passes et faran volar cap els teus somnis.;﻿Paseo de las Delicias (Pares) - Calle Palos de la Frontera;positive;Palos de la Frontera;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5883612632751465;0.0;0.5883612632751465;0.0
730;730;65;40.37954;-3.6174255;﻿Alejandro González Sánchez;﻿VILLA DE VALLECAS;La épica nos espera;﻿Calle Real de Aranda- Calle de la Sierra del Troncal;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4957788586616516;0.0;0.4957788586616516;0.0
731;731;660;40.3873754;-3.6909556;﻿Cristina Medina Hijon;﻿ARGANZUELA;Mis huellas aún persiguen tu sombra;﻿Calle del Bronce - Calle Embajadores;positive;Legazpi;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.6067793965339661;0.0;0.0;0.0;0.0;0.6067793965339661
732;732;661;40.3893899;-3.6868036;﻿Jordi Doce;﻿LEGAZPI;Esto quiero: vivir en los comienzos;﻿Avenida del Planetario (Parada de EMT 4100);positive;Legazpi;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.34823524951934814;0.0;0.34823524951934814;0.0
733;733;662;40.3993074;-3.6883674;﻿Montserrat Momblán Amador;﻿ARGANZUELA;Anda con el corazón y tus pies te seguirán;﻿Calle de Ramírez de Prado - Calle de Juan Martín El Empecinado;positive;Delicias;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5660653114318848;0.0;0.5660653114318848;0.0
734;734;663;40.3938789;-3.6825497;﻿Ale Oseguera;﻿MÉNDEZÁLVARO;¿Pero a quién le importa la calle si existe el cielo?;﻿Av. del Planetario - Calle Amaltea;positive;Delicias;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4962650239467621;0.0;0.4962650239467621;0.0
735;735;664;40.4030086;-3.6729795;﻿Maria y Gaby;﻿RETIRO;La vida es como un juego y gana quien mejor se lo pasa.;﻿Cale del Doctor Esquerdo 197;positive;Adelfas;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7116104960441589;0.0;0.7116104960441589;0.0
736;736;665;40.3969502;-3.6496443;﻿Mrt;﻿PUENTE DE VALLECAS;Susurros fuertes, que hablan. Gritos débiles, que callan.;﻿Calle Pío Felipe (Asociación deportiva valderribas);positive;Numancia;Puente de Vallecas;Madrid;negative;0.0;0.0;0.0;0.0;0.3531026244163513;0.0;0.0;0.0;0.0;0.3531026244163513
737;737;666;40.3884929;-3.6645667;﻿arbarroso19;﻿PUENTE DE VALLECAS;De mayor quiero recorrer el horizonte;﻿Calle de Martínez de la Riva - Calle de Carlos Martín Álvarez;positive;San Diego;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5039703249931335;0.0;0.5039703249931335;0.0
738;738;667;40.3862925;-3.6676854;﻿Antoine Lamarck;﻿PUENTE DE VALLECAS;Doy un paso y otro paso y otro paso y otro paso y no avanzo.;﻿Av . de San Diego - Calle del Puerto de Arlabán;positive;San Diego;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6459238529205322;0.0;0.6459238529205322;0.0
739;739;668;40.3822688;-3.6691338;﻿Ana Iglesias Arnaiz;﻿PUENTE DE VALLECAS;Nos vemos a la luna en punto;﻿Calle de la Imagen - Av. de Entrevías;positive;Entrevías;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7812766432762146;0.0;0.7812766432762146;0.0
740;740;669;40.3826646;-3.6686606;﻿OUKA LEELE;﻿ENTREVÍAS;Una sonrisa podría ajustar todas las tuercas del Universo.;﻿Calle del Puerto de Balbarán - Av. de la Imagen;positive;Entrevías;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7331806421279907;0.0;0.7331806421279907;0.0
741;741;66;40.3460536;-3.7062938;﻿Ana Pérez Cañamares;﻿VILLAVERDE;Defiende tus alas.;﻿Av. Real de Pinto- Calle de Dr. Martín Arévalo;positive;Villaverde Alto, Casco Histórico de Villaverde;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5951552391052246;0.0;0.5951552391052246;0.0
742;742;670;40.3829379;-3.6304182;﻿Justa Nogales Morgado;﻿VILLA DE VALLECAS;No dura lo mismo, una hora contigo que una hora sin ti.;﻿Av. de la Albufera- Calle Cocherón de la Villa;positive;Palomeras Sureste;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5827417373657227;0.0;0.5827417373657227;0.0
743;743;671;40.3949422;-3.7681751;﻿Sara Castelar Lorca;﻿CAMPAMENTO;Todo el frío resulta insuficiente para matar un himno.;﻿C/ Seseña Nº 93 - Av. del Padre Piquer;positive;Aluche;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.48937565088272095;0.0;0.48937565088272095;0.0
744;744;672;40.3928882;-3.7607374;﻿A. Gallego;﻿LATINA;Sin quererlo, te pienso. Y sin pensarlo, te quiero.;﻿Calle Illescas Nº147;positive;Aluche;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.32664039731025696;0.0;0.32664039731025696;0.0
745;745;673;40.3895332;-3.7516903;﻿Bárbara Cáceres Chomalí;﻿LATINA;El viernes, la tarde tiene miedo.;﻿C/ de los Yébenes 255;positive;Aluche;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.38167238235473633;0.0;0.38167238235473633;0.0
746;746;674;40.3880557;-3.7443598;﻿Andrés Pascual;﻿CARABANCHEL;Gotas de lluvia, disueltas en la tierra nos abrazamos;﻿C/ de la Oca 105;positive;Vista Alegre;Carabanchel;Madrid;positive;0.0;0.0;0.0;0.40169981122016907;0.0;0.0;0.0;0.40169981122016907;0.0;0.0
747;747;675;40.3869811;-3.7432856;﻿Kike Babas;﻿CARABANCHEL;¡No hay Madrid sin Barrionalismo!;﻿C/ Nra. Sra. de Fátima 1;positive;Vista Alegre;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.608548104763031;0.0;0.608548104763031;0.0
748;748;676;40.3846377;-3.7396592;﻿JOAQUIN QUIRALTE CASTILLO;﻿CARABANCHEL;Siete colores tiene tu voz cuando te quedas.;﻿C/ Gral. Ricardos 222;positive;Vista Alegre;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6204758882522583;0.0;0.6204758882522583;0.0
749;749;677;40.3762586;-3.7448198;﻿Jorge Castro;﻿CARABANCHEL;Llevo que no soy de nadie tatuado en la garganta;﻿C/ Federico Grases 46 (Impares);positive;Puerta Bonita;Carabanchel;Madrid;negative;0.4287501275539398;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4287501275539398
750;750;678;40.3807803;-3.7282061;﻿F.Brives;﻿CARABANCHEL;... y madreselvas en las llagas del amor.;﻿Av. Abrantes 54;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.608342170715332;0.0;0.608342170715332;0.0
751;751;679;40.3760971;-3.7307972;﻿Flavia Company;﻿ABRANTES;He vuelto para decir que sé lo que no tengo que saber.;﻿Vía Lusitana;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5909814238548279;0.0;0.5909814238548279;0.0
752;752;67;40.5469154;-3.6969282;﻿Patricia Benito;﻿UAM;Vive, joder, vive;﻿C/ Adam Smith - C/ Leibniz (UAM);positive;;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3066686689853668;0.0;0.3066686689853668;0.0
753;753;680;40.3788086;-3.6952632;﻿Patricia Ramírez García;﻿USERA;¿Quedamos en tus sueños esquina con mis besos?;﻿C/ Antonio López 264 8del lado de los impares);positive;Orcasur;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5266072154045105;0.0;0.5266072154045105;0.0
754;754;681;40.3889832;-3.7658631;﻿Arantxa Ortega;﻿LATINA;Vérsame, Vérsame mucho...;﻿C/de Guareña (Pares) - Av. de los Poblados;positive;Las Águilas;Latina;Madrid;negative;0.0;0.0;0.0;0.0;0.9157884120941162;0.0;0.0;0.0;0.0;0.9157884120941162
755;755;682;40.3734714;-3.7294614;﻿Amalia Iglesias;﻿ABRANTES;El camino ha borrado los pasos usados;﻿C/ Ontanilla (Parque) - Av. de los Poblados;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8006781935691833;0.0;0.8006781935691833;0.0
756;756;683;40.3710376;-3.7029477;﻿Alicia Es. Martínez Juan;﻿ORCASITAS;El miedo es la silla más cómoda que le puedes acercar a alguien cansado;﻿Av. de los Poblados (Pares, cerca a rotonda);positive;Orcasur;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5808709263801575;0.0;0.5808709263801575;0.0
757;757;684;40.3807425;-3.7687464;﻿Rafa Pons;﻿LAS ÁGUILAS;El Amor parece un perro pero es un gato;﻿Calle de Valle Inclán (Parque)- Calle Rafael Finat;positive;Las Águilas;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5889182686805725;0.0;0.5889182686805725;0.0
758;758;685;40.3778993;-3.7668608;﻿ALBERTO GARCÍA-TERESA;﻿LAS ÁGUILAS;A PESAR DEL MURO, LA HIEDRA;﻿Calle de Blas Cabrera 137- Calle de la Maestra Justa Freire;positive;Las Águilas;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.36791256070137024;0.0;0.36791256070137024;0.0
759;759;686;40.3627304;-3.7475019;﻿Anabel Pérez Pizarro;﻿CARABANCHEL;Vestirse con la desnudez del día y dejar la noche cargada de insomnios.;﻿C/de la Peseta (escuela) - C/ Once Vigas;positive;Buenavista;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5535483956336975;0.0;0.5535483956336975;0.0
760;760;687;40.3697186;-3.739965;﻿Antonio Jiménez Paz;﻿BUENAVISTA;Ojalá un vapor del cielo me rebose por dentro;﻿Av. del Euro - frente a C/del Obolo;positive;Buenavista;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.4392506182193756;0.0;0.0;0.0;0.0;0.4392506182193756
761;761;688;40.3694764;-3.6959768;﻿enelmarmasprofundo;﻿USERA;Mira a un lado, mira a otro... y mírate dentro.;﻿Av. de los Rosales (escuela) - C/de Eduardo Berreiros;positive;Orcasur;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7446610331535339;0.0;0.7446610331535339;0.0
762;762;689;40.3630472;-3.6844137;﻿Guille Galván;﻿SAN FERMÍN;Y si después de todo…resultan que las pistas eran el tesoro;﻿Av. de los Rosales (Frente a tanatorio);positive;San Fermín;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7023606896400452;0.0;0.7023606896400452;0.0
